primary_ticker,cik,company_tickers_title,edgar_name,sic,sic_description,entity_type,exchange,exchange_list,state_of_incorporation,state_of_incorporation_description,flags,Industry Plate,Original Industry Plate,Concept Plate,quote_name,latest_price,total_market_cap_usd
BCE,718940,BCE INC,BCE INC,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE|OTC|OTC|OTC|OTC|OTC|OTC|OTC|OTC,,,insiderTransactionForOwnerExists,Telecom Services,Telecom Services,,加拿大贝尔,23.73,22128837637
RCI,733099,ROGERS COMMUNICATIONS INC,ROGERS COMMUNICATIONS INC,4841.0,Cable & Other Pay Television Services,other,NYSE,NYSE|OTC,,,,Telecom Services,Telecom Services,,罗杰斯通信,37.48,20247643419
TU,868675,TELUS CORP,TELUS CORP,4812.0,Radiotelephone Communications,other,NYSE,NYSE,A1,"British Columbia, Canada",,Telecom Services,Telecom Services,,泰勒斯,12.3,19204591273
TLK,1001807,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE,,,,Telecom Services,Telecom Services,,印尼电信,17.68,17514199895
SKM,1015650,SK TELECOM CO LTD,SK TELECOM CO LTD,4812.0,Radiotelephone Communications,other,NYSE,NYSE,,,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,韩国SK电信,38.82,14882349436
TIGO,912958,MILLICOM INTERNATIONAL CELLULAR SA,MILLICOM INTERNATIONAL CELLULAR SA,4812.0,Radiotelephone Communications,other,Nasdaq,Nasdaq|OTC,,,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,米雷康姆国际通信,83.15,14052350000
TIMB,1826168,TIM S.A.,TIM S.A.,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE,D5,Brazil,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,TIM SA ADR,25.87,12376859350
KT,892450,KT CORP,KT CORP,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE,,,,Telecom Services,Telecom Services,,韩国电信,21.84,10531032352
GSAT,1366868,"Globalstar, Inc.","Globalstar, Inc.",4899.0,"Communications Services, NEC",operating,Nasdaq,Nasdaq,DE,DE,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,Space,全球星,81.34,10459602189
LUMN,18926,"Lumen Technologies, Inc.","Lumen Technologies, Inc.",4813.0,Telephone Communications (No Radiotelephone),operating,NYSE,NYSE,LA,LA,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Telecom Services,Telecom Services,Optical Communication,Lumen Technologies Inc,9.26,9539268192
LBRDA,1611983,Liberty Broadband Corp,Liberty Broadband Corp,4841.0,Cable & Other Pay Television Services,operating,Nasdaq,Nasdaq|OTC|Nasdaq|Nasdaq,,,insiderTransactionForOwnerExists|insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,Liberty Broadband Corp-A,56.52,8110491700
TKC,1071321,TURKCELL ILETISIM HIZMETLERI A S,TURKCELL ILETISIM HIZMETLERI A S,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE,W8,Turkey,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,土耳其移动通信,6.28,5526400000
TEO,932470,TELECOM ARGENTINA SA,TELECOM ARGENTINA SA,4813.0,Telephone Communications (No Radiotelephone),other,NYSE,NYSE|OTC,,,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,阿根廷电信,12.01,5173158602
TDS,1051512,TELEPHONE & DATA SYSTEMS INC /DE/,TELEPHONE & DATA SYSTEMS INC /DE/,4813.0,Telephone Communications (No Radiotelephone),operating,NYSE,NYSE|NYSE|NYSE,DE,DE,insiderTransactionForIssuerExists,Telecom Services,Telecom Services,,电话数据系统,44.61,5078577628
